type,year,state_name,state_code,organ,counts
Transplant Recipients,2019,Nebraska,NE,Pancreas,0
Transplant Recipients,2019,Nevada,NV,All,208
Transplant Recipients,2019,Nevada,NV,Heart,16
Transplant Recipients,2019,Nevada,NV,Kidney,127
Transplant Recipients,2019,Nevada,NV,Kidney-Pancreas,0
Transplant Recipients,2019,Nevada,NV,Liver,51
Transplant Recipients,2019,Nevada,NV,Lung,0
Transplant Recipients,2019,Nevada,NV,Pancreas,0
Transplant Recipients,2019,New Hampshire,NH,All,126
Transplant Recipients,2019,New Hampshire,NH,Heart,0
Transplant Recipients,2019,New Hampshire,NH,Kidney,71
Transplant Recipients,2019,New Hampshire,NH,Kidney-Pancreas,0
Transplant Recipients,2019,New Hampshire,NH,Liver,31
Transplant Recipients,2019,New Hampshire,NH,Lung,0
Transplant Recipients,2019,New Hampshire,NH,Pancreas,0
Transplant Recipients,2019,New Jersey,NJ,All,1129
Transplant Recipients,2019,New Jersey,NJ,Heart,74
Transplant Recipients,2019,New Jersey,NJ,Kidney,726
Transplant Recipients,2019,New Jersey,NJ,Kidney-Pancreas,22
Transplant Recipients,2019,New Jersey,NJ,Liver,216
Transplant Recipients,2019,New Jersey,NJ,Lung,105
Transplant Recipients,2019,New Jersey,NJ,Pancreas,0
Transplant Recipients,2019,New Mexico,NM,All,211
Transplant Recipients,2019,New Mexico,NM,Heart,0
Transplant Recipients,2019,New Mexico,NM,Kidney,122
Transplant Recipients,2019,New Mexico,NM,Kidney-Pancreas,0
Transplant Recipients,2019,New Mexico,NM,Liver,63
Transplant Recipients,2019,New Mexico,NM,Lung,19
Transplant Recipients,2019,New Mexico,NM,Pancreas,0
Transplant Recipients,2019,New York,NY,All,2559
Transplant Recipients,2019,New York,NY,Heart,235
Transplant Recipients,2019,New York,NY,Kidney,1684
Transplant Recipients,2019,New York,NY,Kidney-Pancreas,71
Transplant Recipients,2019,New York,NY,Liver,455
Transplant Recipients,2019,New York,NY,Lung,166
Transplant Recipients,2019,New York,NY,Pancreas,0
Transplant Recipients,2019,North Carolina,NC,All,1176
Transplant Recipients,2019,North Carolina,NC,Heart,140
Transplant Recipients,2019,North Carolina,NC,Kidney,725
Transplant Recipients,2019,North Carolina,NC,Kidney-Pancreas,44
Transplant Recipients,2019,North Carolina,NC,Liver,207
Transplant Recipients,2019,North Carolina,NC,Lung,87
Transplant Recipients,2019,North Carolina,NC,Pancreas,0
Transplant Recipients,2019,North Dakota,ND,All,73
Transplant Recipients,2019,North Dakota,ND,Heart,0
Transplant Recipients,2019,North Dakota,ND,Kidney,48
Transplant Recipients,2019,North Dakota,ND,Kidney-Pancreas,0
Transplant Recipients,2019,North Dakota,ND,Liver,0
Transplant Recipients,2019,North Dakota,ND,Lung,0
Transplant Recipients,2019,North Dakota,ND,Pancreas,0
Transplant Recipients,2019,Not Reported,NR,All,0
Transplant Recipients,2019,Not Reported,NR,Heart,0
Transplant Recipients,2019,Not Reported,NR,Kidney,0
Transplant Recipients,2019,Not Reported,NR,Kidney-Pancreas,0
Transplant Recipients,2019,Not Reported,NR,Liver,0
Transplant Recipients,2019,Not Reported,NR,Lung,0
Transplant Recipients,2019,Not Reported,NR,Pancreas,0
Transplant Recipients,2019,Ohio,OH,All,1551
Transplant Recipients,2019,Ohio,OH,Heart,116
Transplant Recipients,2019,Ohio,OH,Kidney,902
Transplant Recipients,2019,Ohio,OH,Kidney-Pancreas,27
Transplant Recipients,2019,Ohio,OH,Liver,415
Transplant Recipients,2019,Ohio,OH,Lung,145
Transplant Recipients,2019,Ohio,OH,Pancreas,0
Transplant Recipients,2019,Oklahoma,OK,All,346
Transplant Recipients,2019,Oklahoma,OK,Heart,28
Transplant Recipients,2019,Oklahoma,OK,Kidney,212
Transplant Recipients,2019,Oklahoma,OK,Kidney-Pancreas,0
Transplant Recipients,2019,Oklahoma,OK,Liver,76
Transplant Recipients,2019,Oklahoma,OK,Lung,27
Transplant Recipients,2019,Oklahoma,OK,Pancreas,0
Transplant Recipients,2019,Oregon,OR,All,328
Transplant Recipients,2019,Oregon,OR,Heart,35
Transplant Recipients,2019,Oregon,OR,Kidney,209
Transplant Recipients,2019,Oregon,OR,Kidney-Pancreas,0
Transplant Recipients,2019,Oregon,OR,Liver,65
Transplant Recipients,2019,Oregon,OR,Lung,0
Transplant Recipients,2019,Oregon,OR,Pancreas,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,All,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Heart,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Kidney,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Liver,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Lung,0
Transplant Recipients,2019,Pacific Ocean Territories,PO,Pancreas,0
Transplant Recipients,2019,Pennsylvania,PA,All,1774
Transplant Recipients,2019,Pennsylvania,PA,Heart,146
Transplant Recipients,2019,Pennsylvania,PA,Kidney,1011
Transplant Recipients,2019,Pennsylvania,PA,Kidney-Pancreas,45
Transplant Recipients,2019,Pennsylvania,PA,Liver,409
Transplant Recipients,2019,Pennsylvania,PA,Lung,193
Transplant Recipients,2019,Pennsylvania,PA,Pancreas,0
Transplant Recipients,2019,Puerto Rico,PR,All,156
Transplant Recipients,2019,Puerto Rico,PR,Heart,0
Transplant Recipients,2019,Puerto Rico,PR,Kidney,93
Transplant Recipients,2019,Puerto Rico,PR,Kidney-Pancreas,0
Transplant Recipients,2019,Puerto Rico,PR,Liver,50
Transplant Recipients,2019,Puerto Rico,PR,Lung,0
Transplant Recipients,2019,Puerto Rico,PR,Pancreas,0
Transplant Recipients,2019,Rhode Island,RI,All,98
Transplant Recipients,2019,Rhode Island,RI,Heart,0
Transplant Recipients,2019,Rhode Island,RI,Kidney,66
Transplant Recipients,2019,Rhode Island,RI,Kidney-Pancreas,0
Transplant Recipients,2019,Rhode Island,RI,Liver,19
Transplant Recipients,2019,Rhode Island,RI,Lung,0
Transplant Recipients,2019,Rhode Island,RI,Pancreas,0
Transplant Recipients,2019,South Carolina,SC,All,598
Transplant Recipients,2019,South Carolina,SC,Heart,54
Transplant Recipients,2019,South Carolina,SC,Kidney,364
Transplant Recipients,2019,South Carolina,SC,Kidney-Pancreas,25
Transplant Recipients,2019,South Carolina,SC,Liver,133
Transplant Recipients,2019,South Carolina,SC,Lung,27
Transplant Recipients,2019,South Carolina,SC,Pancreas,0
Transplant Recipients,2019,South Dakota,SD,All,98
Transplant Recipients,2019,South Dakota,SD,Heart,0
Transplant Recipients,2019,South Dakota,SD,Kidney,52
Transplant Recipients,2019,South Dakota,SD,Kidney-Pancreas,0
Transplant Recipients,2019,South Dakota,SD,Liver,30
Transplant Recipients,2019,South Dakota,SD,Lung,0
Transplant Recipients,2019,South Dakota,SD,Pancreas,0
Transplant Recipients,2019,Tennessee,TN,All,750
Transplant Recipients,2019,Tennessee,TN,Heart,108
Transplant Recipients,2019,Tennessee,TN,Kidney,421
Transplant Recipients,2019,Tennessee,TN,Kidney-Pancreas,0
Transplant Recipients,2019,Tennessee,TN,Liver,181
Transplant Recipients,2019,Tennessee,TN,Lung,47
Transplant Recipients,2019,Tennessee,TN,Pancreas,0
Transplant Recipients,2019,Texas,TX,All,3425
Transplant Recipients,2019,Texas,TX,Heart,292
Transplant Recipients,2019,Texas,TX,Kidney,2127
Transplant Recipients,2019,Texas,TX,Kidney-Pancreas,44
Transplant Recipients,2019,Texas,TX,Liver,832
Transplant Recipients,2019,Texas,TX,Lung,228
Transplant Recipients,2019,Texas,TX,Pancreas,0
Transplant Recipients,2019,Utah,UT,All,297
Transplant Recipients,2019,Utah,UT,Heart,36
Transplant Recipients,2019,Utah,UT,Kidney,170
Transplant Recipients,2019,Utah,UT,Kidney-Pancreas,0
Transplant Recipients,2019,Utah,UT,Liver,75
Transplant Recipients,2019,Utah,UT,Lung,0
Transplant Recipients,2019,Utah,UT,Pancreas,0
Transplant Recipients,2019,Vermont,VT,All,48
Transplant Recipients,2019,Vermont,VT,Heart,0
Transplant Recipients,2019,Vermont,VT,Kidney,24
Transplant Recipients,2019,Vermont,VT,Kidney-Pancreas,0
Transplant Recipients,2019,Vermont,VT,Liver,0
Transplant Recipients,2019,Vermont,VT,Lung,0
Transplant Recipients,2019,Vermont,VT,Pancreas,0
Transplant Recipients,2019,Virgin Islands,VI,All,0
Transplant Recipients,2019,Virgin Islands,VI,Heart,0
Transplant Recipients,2019,Virgin Islands,VI,Kidney,0
Transplant Recipients,2019,Virgin Islands,VI,Kidney-Pancreas,0
Transplant Recipients,2019,Virgin Islands,VI,Liver,0
Transplant Recipients,2019,Virgin Islands,VI,Lung,0
Transplant Recipients,2019,Virgin Islands,VI,Pancreas,0
Transplant Recipients,2019,Virginia,VA,All,1264
Transplant Recipients,2019,Virginia,VA,Heart,124
Transplant Recipients,2019,Virginia,VA,Kidney,823
Transplant Recipients,2019,Virginia,VA,Kidney-Pancreas,29
Transplant Recipients,2019,Virginia,VA,Liver,265
Transplant Recipients,2019,Virginia,VA,Lung,59
Transplant Recipients,2019,Virginia,VA,Pancreas,0
Transplant Recipients,2019,Washington,WA,All,707
Transplant Recipients,2019,Washington,WA,Heart,61
Transplant Recipients,2019,Washington,WA,Kidney,434
Transplant Recipients,2019,Washington,WA,Kidney-Pancreas,0
Transplant Recipients,2019,Washington,WA,Liver,159
Transplant Recipients,2019,Washington,WA,Lung,55
Transplant Recipients,2019,Washington,WA,Pancreas,0
Transplant Recipients,2019,West Virginia,WV,All,243
Transplant Recipients,2019,West Virginia,WV,Heart,0
Transplant Recipients,2019,West Virginia,WV,Kidney,129
Transplant Recipients,2019,West Virginia,WV,Kidney-Pancreas,0
Transplant Recipients,2019,West Virginia,WV,Liver,72
Transplant Recipients,2019,West Virginia,WV,Lung,27
Transplant Recipients,2019,West Virginia,WV,Pancreas,0
Transplant Recipients,2019,Wisconsin,WI,All,633
Transplant Recipients,2019,Wisconsin,WI,Heart,85
Transplant Recipients,2019,Wisconsin,WI,Kidney,337
Transplant Recipients,2019,Wisconsin,WI,Kidney-Pancreas,27
Transplant Recipients,2019,Wisconsin,WI,Liver,141
Transplant Recipients,2019,Wisconsin,WI,Lung,41
Transplant Recipients,2019,Wisconsin,WI,Pancreas,0
Transplant Recipients,2019,Wyoming,WY,All,42
Transplant Recipients,2019,Wyoming,WY,Heart,0
Transplant Recipients,2019,Wyoming,WY,Kidney,27
Transplant Recipients,2019,Wyoming,WY,Kidney-Pancreas,0
Transplant Recipients,2019,Wyoming,WY,Liver,0
Transplant Recipients,2019,Wyoming,WY,Lung,0
Transplant Recipients,2019,Wyoming,WY,Pancreas,0
Transplant Recipients,2020,Alabama,AL,All,501
Transplant Recipients,2020,Alabama,AL,Heart,31
Transplant Recipients,2020,Alabama,AL,Kidney,352
Transplant Recipients,2020,Alabama,AL,Kidney-Pancreas,0
Transplant Recipients,2020,Alabama,AL,Liver,103
Transplant Recipients,2020,Alabama,AL,Lung,17
Transplant Recipients,2020,Alabama,AL,Pancreas,0
Transplant Recipients,2020,Alaska,AK,All,38
Transplant Recipients,2020,Alaska,AK,Heart,0
Transplant Recipients,2020,Alaska,AK,Kidney,24
Transplant Recipients,2020,Alaska,AK,Kidney-Pancreas,0
Transplant Recipients,2020,Alaska,AK,Liver,0
Transplant Recipients,2020,Alaska,AK,Lung,0
Transplant Recipients,2020,Alaska,AK,Pancreas,0
Transplant Recipients,2020,All,All,All,37480
Transplant Recipients,2020,All,All,Heart,3647
Transplant Recipients,2020,All,All,Kidney,22803
Transplant Recipients,2020,All,All,Kidney-Pancreas,827
Transplant Recipients,2020,All,All,Liver,8768
Transplant Recipients,2020,All,All,Lung,2536
Transplant Recipients,2020,All,All,Pancreas,134
Transplant Recipients,2020,Arizona,AZ,All,860
Transplant Recipients,2020,Arizona,AZ,Heart,79
Transplant Recipients,2020,Arizona,AZ,Kidney,483
Transplant Recipients,2020,Arizona,AZ,Kidney-Pancreas,0
Transplant Recipients,2020,Arizona,AZ,Liver,217
Transplant Recipients,2020,Arizona,AZ,Lung,92
Transplant Recipients,2020,Arizona,AZ,Pancreas,0
Transplant Recipients,2020,Arkansas,AR,All,295
Transplant Recipients,2020,Arkansas,AR,Heart,21
Transplant Recipients,2020,Arkansas,AR,Kidney,194
Transplant Recipients,2020,Arkansas,AR,Kidney-Pancreas,0
Transplant Recipients,2020,Arkansas,AR,Liver,70
Transplant Recipients,2020,Arkansas,AR,Lung,0
Transplant Recipients,2020,Arkansas,AR,Pancreas,0
Transplant Recipients,2020,California,CA,All,4284
Transplant Recipients,2020,California,CA,Heart,413
Transplant Recipients,2020,California,CA,Kidney,2680
Transplant Recipients,2020,California,CA,Kidney-Pancreas,62
Transplant Recipients,2020,California,CA,Liver,999
Transplant Recipients,2020,California,CA,Lung,306
Transplant Recipients,2020,California,CA,Pancreas,0
Transplant Recipients,2020,Colorado,CO,All,516
Transplant Recipients,2020,Colorado,CO,Heart,41
Transplant Recipients,2020,Colorado,CO,Kidney,338
Transplant Recipients,2020,Colorado,CO,Kidney-Pancreas,0
Transplant Recipients,2020,Colorado,CO,Liver,104
Transplant Recipients,2020,Colorado,CO,Lung,35
Transplant Recipients,2020,Colorado,CO,Pancreas,0
Transplant Recipients,2020,Connecticut,CT,All,407
Transplant Recipients,2020,Connecticut,CT,Heart,76
Transplant Recipients,2020,Connecticut,CT,Kidney,254
Transplant Recipients,2020,Connecticut,CT,Kidney-Pancreas,0
Transplant Recipients,2020,Connecticut,CT,Liver,70
Transplant Recipients,2020,Connecticut,CT,Lung,17
Transplant Recipients,2020,Connecticut,CT,Pancreas,0
Transplant Recipients,2020,Delaware,DE,All,133
Transplant Recipients,2020,Delaware,DE,Heart,16
Transplant Recipients,2020,Delaware,DE,Kidney,58
Transplant Recipients,2020,Delaware,DE,Kidney-Pancreas,0
Transplant Recipients,2020,Delaware,DE,Liver,41
Transplant Recipients,2020,Delaware,DE,Lung,16
Transplant Recipients,2020,Delaware,DE,Pancreas,0
Transplant Recipients,2020,District of Columbia,DC,All,87
Transplant Recipients,2020,District of Columbia,DC,Heart,0
Transplant Recipients,2020,District of Columbia,DC,Kidney,60
Transplant Recipients,2020,District of Columbia,DC,Kidney-Pancreas,0
Transplant Recipients,2020,District of Columbia,DC,Liver,0
Transplant Recipients,2020,District of Columbia,DC,Lung,0
Transplant Recipients,2020,District of Columbia,DC,Pancreas,0
Transplant Recipients,2020,Florida,FL,All,2662
Transplant Recipients,2020,Florida,FL,Heart,270
Transplant Recipients,2020,Florida,FL,Kidney,1610
Transplant Recipients,2020,Florida,FL,Kidney-Pancreas,51
Transplant Recipients,2020,Florida,FL,Liver,630
Transplant Recipients,2020,Florida,FL,Lung,203
Transplant Recipients,2020,Florida,FL,Pancreas,0
Transplant Recipients,2020,Foreign Country,0,All,71
Transplant Recipients,2020,Foreign Country,0,Heart,18
Transplant Recipients,2020,Foreign Country,0,Kidney,21
Transplant Recipients,2020,Foreign Country,0,Kidney-Pancreas,0
Transplant Recipients,2020,Foreign Country,0,Liver,21
Transplant Recipients,2020,Foreign Country,0,Lung,0
Transplant Recipients,2020,Foreign Country,0,Pancreas,0
Transplant Recipients,2020,Georgia,GA,All,1159
Transplant Recipients,2020,Georgia,GA,Heart,102
Transplant Recipients,2020,Georgia,GA,Kidney,741
Transplant Recipients,2020,Georgia,GA,Kidney-Pancreas,38
Transplant Recipients,2020,Georgia,GA,Liver,284
Transplant Recipients,2020,Georgia,GA,Lung,36
Transplant Recipients,2020,Georgia,GA,Pancreas,0
Transplant Recipients,2020,Hawaii,HI,All,94
Transplant Recipients,2020,Hawaii,HI,Heart,0
Transplant Recipients,2020,Hawaii,HI,Kidney,61
Transplant Recipients,2020,Hawaii,HI,Kidney-Pancreas,0
Transplant Recipients,2020,Hawaii,HI,Liver,18
Transplant Recipients,2020,Hawaii,HI,Lung,0
Transplant Recipients,2020,Hawaii,HI,Pancreas,0
Transplant Recipients,2020,Idaho,ID,All,158
Transplant Recipients,2020,Idaho,ID,Heart,0
Transplant Recipients,2020,Idaho,ID,Kidney,107
Transplant Recipients,2020,Idaho,ID,Kidney-Pancreas,0
Transplant Recipients,2020,Idaho,ID,Liver,32
Transplant Recipients,2020,Idaho,ID,Lung,0
Transplant Recipients,2020,Idaho,ID,Pancreas,0
Transplant Recipients,2020,Illinois,IL,All,1730
Transplant Recipients,2020,Illinois,IL,Heart,135
Transplant Recipients,2020,Illinois,IL,Kidney,1062
Transplant Recipients,2020,Illinois,IL,Kidney-Pancreas,76
Transplant Recipients,2020,Illinois,IL,Liver,417
Transplant Recipients,2020,Illinois,IL,Lung,98
Transplant Recipients,2020,Illinois,IL,Pancreas,0
Transplant Recipients,2020,Indiana,IN,All,745
Transplant Recipients,2020,Indiana,IN,Heart,79
Transplant Recipients,2020,Indiana,IN,Kidney,431
Transplant Recipients,2020,Indiana,IN,Kidney-Pancreas,26
Transplant Recipients,2020,Indiana,IN,Liver,171
Transplant Recipients,2020,Indiana,IN,Lung,54
Transplant Recipients,2020,Indiana,IN,Pancreas,0
Transplant Recipients,2020,Iowa,IA,All,371
Transplant Recipients,2020,Iowa,IA,Heart,28
Transplant Recipients,2020,Iowa,IA,Kidney,241
Transplant Recipients,2020,Iowa,IA,Kidney-Pancreas,0
Transplant Recipients,2020,Iowa,IA,Liver,74
Transplant Recipients,2020,Iowa,IA,Lung,22
Transplant Recipients,2020,Iowa,IA,Pancreas,0
Transplant Recipients,2020,Kansas,KS,All,316
Transplant Recipients,2020,Kansas,KS,Heart,48
Transplant Recipients,2020,Kansas,KS,Kidney,214
Transplant Recipients,2020,Kansas,KS,Kidney-Pancreas,0
Transplant Recipients,2020,Kansas,KS,Liver,40
Transplant Recipients,2020,Kansas,KS,Lung,17
Transplant Recipients,2020,Kansas,KS,Pancreas,0
Transplant Recipients,2020,Kentucky,KY,All,494
Transplant Recipients,2020,Kentucky,KY,Heart,61
Transplant Recipients,2020,Kentucky,KY,Kidney,274
Transplant Recipients,2020,Kentucky,KY,Kidney-Pancreas,0
Transplant Recipients,2020,Kentucky,KY,Liver,134
Transplant Recipients,2020,Kentucky,KY,Lung,33
Transplant Recipients,2020,Kentucky,KY,Pancreas,0
Transplant Recipients,2020,Louisiana,LA,All,531
Transplant Recipients,2020,Louisiana,LA,Heart,27
Transplant Recipients,2020,Louisiana,LA,Kidney,295
Transplant Recipients,2020,Louisiana,LA,Kidney-Pancreas,27
Transplant Recipients,2020,Louisiana,LA,Liver,157
Transplant Recipients,2020,Louisiana,LA,Lung,39
Transplant Recipients,2020,Louisiana,LA,Pancreas,0
Transplant Recipients,2020,Maine,ME,All,92
Transplant Recipients,2020,Maine,ME,Heart,0
Transplant Recipients,2020,Maine,ME,Kidney,49
Transplant Recipients,2020,Maine,ME,Kidney-Pancreas,0
Transplant Recipients,2020,Maine,ME,Liver,28
Transplant Recipients,2020,Maine,ME,Lung,0
Transplant Recipients,2020,Maine,ME,Pancreas,0
Transplant Recipients,2020,Maryland,MD,All,887
Transplant Recipients,2020,Maryland,MD,Heart,69
Transplant Recipients,2020,Maryland,MD,Kidney,510
Transplant Recipients,2020,Maryland,MD,Kidney-Pancreas,38
Transplant Recipients,2020,Maryland,MD,Liver,227
Transplant Recipients,2020,Maryland,MD,Lung,57
Transplant Recipients,2020,Maryland,MD,Pancreas,0
Transplant Recipients,2020,Massachusetts,MA,All,651
Transplant Recipients,2020,Massachusetts,MA,Heart,64
Transplant Recipients,2020,Massachusetts,MA,Kidney,371
Transplant Recipients,2020,Massachusetts,MA,Kidney-Pancreas,0
Transplant Recipients,2020,Massachusetts,MA,Liver,180
Transplant Recipients,2020,Massachusetts,MA,Lung,50
Transplant Recipients,2020,Massachusetts,MA,Pancreas,0
Transplant Recipients,2020,Michigan,MI,All,1007
Transplant Recipients,2020,Michigan,MI,Heart,108
Transplant Recipients,2020,Michigan,MI,Kidney,578
Transplant Recipients,2020,Michigan,MI,Kidney-Pancreas,0
Transplant Recipients,2020,Michigan,MI,Liver,205
Transplant Recipients,2020,Michigan,MI,Lung,130
Transplant Recipients,2020,Michigan,MI,Pancreas,0
Transplant Recipients,2020,Minnesota,MN,All,543
Transplant Recipients,2020,Minnesota,MN,Heart,56
Transplant Recipients,2020,Minnesota,MN,Kidney,310
Transplant Recipients,2020,Minnesota,MN,Kidney-Pancreas,28
Transplant Recipients,2020,Minnesota,MN,Liver,115
Transplant Recipients,2020,Minnesota,MN,Lung,36
Transplant Recipients,2020,Minnesota,MN,Pancreas,0
Transplant Recipients,2020,Mississippi,MS,All,333
Transplant Recipients,2020,Mississippi,MS,Heart,22
Transplant Recipients,2020,Mississippi,MS,Kidney,208
Transplant Recipients,2020,Mississippi,MS,Kidney-Pancreas,0
Transplant Recipients,2020,Mississippi,MS,Liver,102
Transplant Recipients,2020,Mississippi,MS,Lung,0
Transplant Recipients,2020,Mississippi,MS,Pancreas,0
Transplant Recipients,2020,Missouri,MO,All,720
Transplant Recipients,2020,Missouri,MO,Heart,75
Transplant Recipients,2020,Missouri,MO,Kidney,461
Transplant Recipients,2020,Missouri,MO,Kidney-Pancreas,0
Transplant Recipients,2020,Missouri,MO,Liver,150
Transplant Recipients,2020,Missouri,MO,Lung,40
Transplant Recipients,2020,Missouri,MO,Pancreas,0
Transplant Recipients,2020,Montana,MT,All,75
Transplant Recipients,2020,Montana,MT,Heart,0
Transplant Recipients,2020,Montana,MT,Kidney,47
Transplant Recipients,2020,Montana,MT,Kidney-Pancreas,0
Transplant Recipients,2020,Montana,MT,Liver,0
Transplant Recipients,2020,Montana,MT,Lung,0
Transplant Recipients,2020,Montana,MT,Pancreas,0
Transplant Recipients,2020,Nebraska,NE,All,243
Transplant Recipients,2020,Nebraska,NE,Heart,35
Transplant Recipients,2020,Nebraska,NE,Kidney,133
Transplant Recipients,2020,Nebraska,NE,Kidney-Pancreas,0
Transplant Recipients,2020,Nebraska,NE,Liver,71
Transplant Recipients,2020,Nebraska,NE,Lung,0
Transplant Recipients,2020,Nebraska,NE,Pancreas,0
Transplant Recipients,2020,Nevada,NV,All,288
Transplant Recipients,2020,Nevada,NV,Heart,21
Transplant Recipients,2020,Nevada,NV,Kidney,190
Transplant Recipients,2020,Nevada,NV,Kidney-Pancreas,0
Transplant Recipients,2020,Nevada,NV,Liver,64
Transplant Recipients,2020,Nevada,NV,Lung,19
Transplant Recipients,2020,Nevada,NV,Pancreas,0
Transplant Recipients,2020,New Hampshire,NH,All,111
Transplant Recipients,2020,New Hampshire,NH,Heart,0
Transplant Recipients,2020,New Hampshire,NH,Kidney,57
Transplant Recipients,2020,New Hampshire,NH,Kidney-Pancreas,0
Transplant Recipients,2020,New Hampshire,NH,Liver,35
Transplant Recipients,2020,New Hampshire,NH,Lung,0
Transplant Recipients,2020,New Hampshire,NH,Pancreas,0
Transplant Recipients,2020,New Jersey,NJ,All,1003
Transplant Recipients,2020,New Jersey,NJ,Heart,80
Transplant Recipients,2020,New Jersey,NJ,Kidney,649
Transplant Recipients,2020,New Jersey,NJ,Kidney-Pancreas,0
Transplant Recipients,2020,New Jersey,NJ,Liver,212
Transplant Recipients,2020,New Jersey,NJ,Lung,75
Transplant Recipients,2020,New Jersey,NJ,Pancreas,0
Transplant Recipients,2020,New Mexico,NM,All,192
Transplant Recipients,2020,New Mexico,NM,Heart,0
Transplant Recipients,2020,New Mexico,NM,Kidney,121
Transplant Recipients,2020,New Mexico,NM,Kidney-Pancreas,0
Transplant Recipients,2020,New Mexico,NM,Liver,53
Transplant Recipients,2020,New Mexico,NM,Lung,17
Transplant Recipients,2020,New Mexico,NM,Pancreas,0
Transplant Recipients,2020,New York,NY,All,2247
Transplant Recipients,2020,New York,NY,Heart,215
Transplant Recipients,2020,New York,NY,Kidney,1428
Transplant Recipients,2020,New York,NY,Kidney-Pancreas,50
Transplant Recipients,2020,New York,NY,Liver,492
Transplant Recipients,2020,New York,NY,Lung,117
Transplant Recipients,2020,New York,NY,Pancreas,0
Transplant Recipients,2020,North Carolina,NC,All,1169
Transplant Recipients,2020,North Carolina,NC,Heart,138
Transplant Recipients,2020,North Carolina,NC,Kidney,740
Transplant Recipients,2020,North Carolina,NC,Kidney-Pancreas,32
Transplant Recipients,2020,North Carolina,NC,Liver,183
Transplant Recipients,2020,North Carolina,NC,Lung,93
Transplant Recipients,2020,North Carolina,NC,Pancreas,0
Transplant Recipients,2020,North Dakota,ND,All,56
Transplant Recipients,2020,North Dakota,ND,Heart,0
Transplant Recipients,2020,North Dakota,ND,Kidney,30
Transplant Recipients,2020,North Dakota,ND,Kidney-Pancreas,0
Transplant Recipients,2020,North Dakota,ND,Liver,21
Transplant Recipients,2020,North Dakota,ND,Lung,0
Transplant Recipients,2020,North Dakota,ND,Pancreas,0
Transplant Recipients,2020,Not Reported,NR,All,20
Transplant Recipients,2020,Not Reported,NR,Heart,0
Transplant Recipients,2020,Not Reported,NR,Kidney,19
Transplant Recipients,2020,Not Reported,NR,Kidney-Pancreas,0
Transplant Recipients,2020,Not Reported,NR,Liver,0
Transplant Recipients,2020,Not Reported,NR,Lung,0
Transplant Recipients,2020,Not Reported,NR,Pancreas,0
Transplant Recipients,2020,Ohio,OH,All,1714
Transplant Recipients,2020,Ohio,OH,Heart,139
Transplant Recipients,2020,Ohio,OH,Kidney,1015
Transplant Recipients,2020,Ohio,OH,Kidney-Pancreas,27
Transplant Recipients,2020,Ohio,OH,Liver,433
Transplant Recipients,2020,Ohio,OH,Lung,152
Transplant Recipients,2020,Ohio,OH,Pancreas,0
Transplant Recipients,2020,Oklahoma,OK,All,353
Transplant Recipients,2020,Oklahoma,OK,Heart,39
Transplant Recipients,2020,Oklahoma,OK,Kidney,196
Transplant Recipients,2020,Oklahoma,OK,Kidney-Pancreas,0
Transplant Recipients,2020,Oklahoma,OK,Liver,106
Transplant Recipients,2020,Oklahoma,OK,Lung,21
Transplant Recipients,2020,Oklahoma,OK,Pancreas,0
Transplant Recipients,2020,Oregon,OR,All,355
Transplant Recipients,2020,Oregon,OR,Heart,36
Transplant Recipients,2020,Oregon,OR,Kidney,208
Transplant Recipients,2020,Oregon,OR,Kidney-Pancreas,0
Transplant Recipients,2020,Oregon,OR,Liver,83
Transplant Recipients,2020,Oregon,OR,Lung,20
Transplant Recipients,2020,Oregon,OR,Pancreas,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,All,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Heart,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Kidney,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Liver,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Lung,0
Transplant Recipients,2020,Pacific Ocean Territories,PO,Pancreas,0
Transplant Recipients,2020,Pennsylvania,PA,All,1638
Transplant Recipients,2020,Pennsylvania,PA,Heart,130
Transplant Recipients,2020,Pennsylvania,PA,Kidney,932
Transplant Recipients,2020,Pennsylvania,PA,Kidney-Pancreas,23
Transplant Recipients,2020,Pennsylvania,PA,Liver,392
Transplant Recipients,2020,Pennsylvania,PA,Lung,192
Transplant Recipients,2020,Pennsylvania,PA,Pancreas,0
Transplant Recipients,2020,Puerto Rico,PR,All,134
Transplant Recipients,2020,Puerto Rico,PR,Heart,0
Transplant Recipients,2020,Puerto Rico,PR,Kidney,85
Transplant Recipients,2020,Puerto Rico,PR,Kidney-Pancreas,0
Transplant Recipients,2020,Puerto Rico,PR,Liver,45
Transplant Recipients,2020,Puerto Rico,PR,Lung,0
Transplant Recipients,2020,Puerto Rico,PR,Pancreas,0
Transplant Recipients,2020,Rhode Island,RI,All,106
