type,year,state_name,state_code,organ,counts
Transplant Recipients,2022,All,All,All,41199
Transplant Recipients,2022,All,All,Heart,4105
Transplant Recipients,2022,All,All,Kidney,25477
Transplant Recipients,2022,All,All,Kidney-Pancreas,810
Transplant Recipients,2022,All,All,Liver,9393
Transplant Recipients,2022,All,All,Lung,2684
Transplant Recipients,2022,All,All,Pancreas,106
Transplant Recipients,2022,Arizona,AZ,All,872
Transplant Recipients,2022,Arizona,AZ,Heart,81
Transplant Recipients,2022,Arizona,AZ,Kidney,531
Transplant Recipients,2022,Arizona,AZ,Kidney-Pancreas,18
Transplant Recipients,2022,Arizona,AZ,Liver,202
Transplant Recipients,2022,Arizona,AZ,Lung,69
Transplant Recipients,2022,Arizona,AZ,Pancreas,0
Transplant Recipients,2022,Arkansas,AR,All,320
Transplant Recipients,2022,Arkansas,AR,Heart,23
Transplant Recipients,2022,Arkansas,AR,Kidney,199
Transplant Recipients,2022,Arkansas,AR,Kidney-Pancreas,0
Transplant Recipients,2022,Arkansas,AR,Liver,93
Transplant Recipients,2022,Arkansas,AR,Lung,0
Transplant Recipients,2022,Arkansas,AR,Pancreas,0
Transplant Recipients,2022,California,CA,All,4645
Transplant Recipients,2022,California,CA,Heart,477
Transplant Recipients,2022,California,CA,Kidney,2867
Transplant Recipients,2022,California,CA,Kidney-Pancreas,78
Transplant Recipients,2022,California,CA,Liver,1086
Transplant Recipients,2022,California,CA,Lung,315
Transplant Recipients,2022,California,CA,Pancreas,0
Transplant Recipients,2022,Colorado,CO,All,683
Transplant Recipients,2022,Colorado,CO,Heart,69
Transplant Recipients,2022,Colorado,CO,Kidney,436
Transplant Recipients,2022,Colorado,CO,Kidney-Pancreas,0
Transplant Recipients,2022,Colorado,CO,Liver,148
Transplant Recipients,2022,Colorado,CO,Lung,38
Transplant Recipients,2022,Colorado,CO,Pancreas,0
Transplant Recipients,2022,Connecticut,CT,All,405
Transplant Recipients,2022,Connecticut,CT,Heart,59
Transplant Recipients,2022,Connecticut,CT,Kidney,272
Transplant Recipients,2022,Connecticut,CT,Kidney-Pancreas,0
Transplant Recipients,2022,Connecticut,CT,Liver,68
Transplant Recipients,2022,Connecticut,CT,Lung,21
Transplant Recipients,2022,Connecticut,CT,Pancreas,0
Transplant Recipients,2022,Delaware,DE,All,145
Transplant Recipients,2022,Delaware,DE,Heart,0
Transplant Recipients,2022,Delaware,DE,Kidney,72
Transplant Recipients,2022,Delaware,DE,Kidney-Pancreas,0
Transplant Recipients,2022,Delaware,DE,Liver,38
Transplant Recipients,2022,Delaware,DE,Lung,24
Transplant Recipients,2022,Delaware,DE,Pancreas,0
Transplant Recipients,2022,District of Columbia,DC,All,92
Transplant Recipients,2022,District of Columbia,DC,Heart,18
Transplant Recipients,2022,District of Columbia,DC,Kidney,51
Transplant Recipients,2022,District of Columbia,DC,Kidney-Pancreas,0
Transplant Recipients,2022,District of Columbia,DC,Liver,25
Transplant Recipients,2022,District of Columbia,DC,Lung,0
Transplant Recipients,2022,District of Columbia,DC,Pancreas,0
Transplant Recipients,2022,Florida,FL,All,2803
Transplant Recipients,2022,Florida,FL,Heart,248
Transplant Recipients,2022,Florida,FL,Kidney,1715
Transplant Recipients,2022,Florida,FL,Kidney-Pancreas,72
Transplant Recipients,2022,Florida,FL,Liver,658
Transplant Recipients,2022,Florida,FL,Lung,210
Transplant Recipients,2022,Florida,FL,Pancreas,0
Transplant Recipients,2022,Foreign Country,0,All,85
Transplant Recipients,2022,Foreign Country,0,Heart,17
Transplant Recipients,2022,Foreign Country,0,Kidney,27
Transplant Recipients,2022,Foreign Country,0,Kidney-Pancreas,0
Transplant Recipients,2022,Foreign Country,0,Liver,17
Transplant Recipients,2022,Foreign Country,0,Lung,26
Transplant Recipients,2022,Foreign Country,0,Pancreas,0
Transplant Recipients,2022,Georgia,GA,All,1316
Transplant Recipients,2022,Georgia,GA,Heart,130
Transplant Recipients,2022,Georgia,GA,Kidney,884
Transplant Recipients,2022,Georgia,GA,Kidney-Pancreas,24
Transplant Recipients,2022,Georgia,GA,Liver,279
Transplant Recipients,2022,Georgia,GA,Lung,33
Transplant Recipients,2022,Georgia,GA,Pancreas,0
Transplant Recipients,2022,Hawaii,HI,All,138
Transplant Recipients,2022,Hawaii,HI,Heart,18
Transplant Recipients,2022,Hawaii,HI,Kidney,97
Transplant Recipients,2022,Hawaii,HI,Kidney-Pancreas,0
Transplant Recipients,2022,Hawaii,HI,Liver,24
Transplant Recipients,2022,Hawaii,HI,Lung,0
Transplant Recipients,2022,Hawaii,HI,Pancreas,0
Transplant Recipients,2022,Idaho,ID,All,183
Transplant Recipients,2022,Idaho,ID,Heart,0
Transplant Recipients,2022,Idaho,ID,Kidney,107
Transplant Recipients,2022,Idaho,ID,Kidney-Pancreas,0
Transplant Recipients,2022,Idaho,ID,Liver,55
Transplant Recipients,2022,Idaho,ID,Lung,0
Transplant Recipients,2022,Idaho,ID,Pancreas,0
Transplant Recipients,2022,Illinois,IL,All,2045
Transplant Recipients,2022,Illinois,IL,Heart,139
Transplant Recipients,2022,Illinois,IL,Kidney,1356
Transplant Recipients,2022,Illinois,IL,Kidney-Pancreas,78
Transplant Recipients,2022,Illinois,IL,Liver,382
Transplant Recipients,2022,Illinois,IL,Lung,144
Transplant Recipients,2022,Illinois,IL,Pancreas,0
Transplant Recipients,2022,Indiana,IN,All,735
Transplant Recipients,2022,Indiana,IN,Heart,81
Transplant Recipients,2022,Indiana,IN,Kidney,408
Transplant Recipients,2022,Indiana,IN,Kidney-Pancreas,18
Transplant Recipients,2022,Indiana,IN,Liver,196
Transplant Recipients,2022,Indiana,IN,Lung,62
Transplant Recipients,2022,Indiana,IN,Pancreas,0
Transplant Recipients,2022,Iowa,IA,All,355
Transplant Recipients,2022,Iowa,IA,Heart,47
Transplant Recipients,2022,Iowa,IA,Kidney,214
Transplant Recipients,2022,Iowa,IA,Kidney-Pancreas,0
Transplant Recipients,2022,Iowa,IA,Liver,64
Transplant Recipients,2022,Iowa,IA,Lung,30
Transplant Recipients,2022,Iowa,IA,Pancreas,0
Transplant Recipients,2022,Kansas,KS,All,315
Transplant Recipients,2022,Kansas,KS,Heart,54
Transplant Recipients,2022,Kansas,KS,Kidney,197
Transplant Recipients,2022,Kansas,KS,Kidney-Pancreas,0
Transplant Recipients,2022,Kansas,KS,Liver,63
Transplant Recipients,2022,Kansas,KS,Lung,0
Transplant Recipients,2022,Kansas,KS,Pancreas,0
Transplant Recipients,2022,Kentucky,KY,All,484
Transplant Recipients,2022,Kentucky,KY,Heart,59
Transplant Recipients,2022,Kentucky,KY,Kidney,286
Transplant Recipients,2022,Kentucky,KY,Kidney-Pancreas,0
Transplant Recipients,2022,Kentucky,KY,Liver,108
Transplant Recipients,2022,Kentucky,KY,Lung,46
Transplant Recipients,2022,Kentucky,KY,Pancreas,0
Transplant Recipients,2022,Louisiana,LA,All,567
Transplant Recipients,2022,Louisiana,LA,Heart,34
Transplant Recipients,2022,Louisiana,LA,Kidney,354
Transplant Recipients,2022,Louisiana,LA,Kidney-Pancreas,23
Transplant Recipients,2022,Louisiana,LA,Liver,134
Transplant Recipients,2022,Louisiana,LA,Lung,33
Transplant Recipients,2022,Louisiana,LA,Pancreas,0
Transplant Recipients,2022,Maine,ME,All,112
Transplant Recipients,2022,Maine,ME,Heart,0
Transplant Recipients,2022,Maine,ME,Kidney,59
Transplant Recipients,2022,Maine,ME,Kidney-Pancreas,0
Transplant Recipients,2022,Maine,ME,Liver,35
Transplant Recipients,2022,Maine,ME,Lung,0
Transplant Recipients,2022,Maine,ME,Pancreas,0
Transplant Recipients,2022,Maryland,MD,All,868
Transplant Recipients,2022,Maryland,MD,Heart,95
Transplant Recipients,2022,Maryland,MD,Kidney,498
Transplant Recipients,2022,Maryland,MD,Kidney-Pancreas,0
Transplant Recipients,2022,Maryland,MD,Liver,247
Transplant Recipients,2022,Maryland,MD,Lung,50
Transplant Recipients,2022,Maryland,MD,Pancreas,0
Transplant Recipients,2022,Massachusetts,MA,All,818
Transplant Recipients,2022,Massachusetts,MA,Heart,92
Transplant Recipients,2022,Massachusetts,MA,Kidney,508
Transplant Recipients,2022,Massachusetts,MA,Kidney-Pancreas,0
Transplant Recipients,2022,Massachusetts,MA,Liver,199
Transplant Recipients,2022,Massachusetts,MA,Lung,41
Transplant Recipients,2022,Massachusetts,MA,Pancreas,0
Transplant Recipients,2022,Michigan,MI,All,1076
Transplant Recipients,2022,Michigan,MI,Heart,81
Transplant Recipients,2022,Michigan,MI,Kidney,688
Transplant Recipients,2022,Michigan,MI,Kidney-Pancreas,0
Transplant Recipients,2022,Michigan,MI,Liver,239
Transplant Recipients,2022,Michigan,MI,Lung,99
Transplant Recipients,2022,Michigan,MI,Pancreas,0
Transplant Recipients,2022,Minnesota,MN,All,727
Transplant Recipients,2022,Minnesota,MN,Heart,75
Transplant Recipients,2022,Minnesota,MN,Kidney,445
Transplant Recipients,2022,Minnesota,MN,Kidney-Pancreas,23
Transplant Recipients,2022,Minnesota,MN,Liver,149
Transplant Recipients,2022,Minnesota,MN,Lung,55
Transplant Recipients,2022,Minnesota,MN,Pancreas,0
Transplant Recipients,2022,Mississippi,MS,All,374
Transplant Recipients,2022,Mississippi,MS,Heart,17
Transplant Recipients,2022,Mississippi,MS,Kidney,233
Transplant Recipients,2022,Mississippi,MS,Kidney-Pancreas,0
Transplant Recipients,2022,Mississippi,MS,Liver,112
Transplant Recipients,2022,Mississippi,MS,Lung,0
Transplant Recipients,2022,Mississippi,MS,Pancreas,0
Transplant Recipients,2022,Missouri,MO,All,733
Transplant Recipients,2022,Missouri,MO,Heart,83
Transplant Recipients,2022,Missouri,MO,Kidney,448
Transplant Recipients,2022,Missouri,MO,Kidney-Pancreas,0
Transplant Recipients,2022,Missouri,MO,Liver,178
Transplant Recipients,2022,Missouri,MO,Lung,41
Transplant Recipients,2022,Missouri,MO,Pancreas,0
Transplant Recipients,2022,Montana,MT,All,100
Transplant Recipients,2022,Montana,MT,Heart,0
Transplant Recipients,2022,Montana,MT,Kidney,51
Transplant Recipients,2022,Montana,MT,Kidney-Pancreas,0
Transplant Recipients,2022,Montana,MT,Liver,34
Transplant Recipients,2022,Montana,MT,Lung,0
Transplant Recipients,2022,Montana,MT,Pancreas,0
Transplant Recipients,2022,Nebraska,NE,All,217
Transplant Recipients,2022,Nebraska,NE,Heart,23
Transplant Recipients,2022,Nebraska,NE,Kidney,115
Transplant Recipients,2022,Nebraska,NE,Kidney-Pancreas,0
Transplant Recipients,2022,Nebraska,NE,Liver,71
Transplant Recipients,2022,Nebraska,NE,Lung,0
Transplant Recipients,2022,Nebraska,NE,Pancreas,0
Transplant Recipients,2022,Nevada,NV,All,342
Transplant Recipients,2022,Nevada,NV,Heart,33
Transplant Recipients,2022,Nevada,NV,Kidney,240
Transplant Recipients,2022,Nevada,NV,Kidney-Pancreas,0
Transplant Recipients,2022,Nevada,NV,Liver,58
Transplant Recipients,2022,Nevada,NV,Lung,18
Transplant Recipients,2022,Nevada,NV,Pancreas,0
Transplant Recipients,2022,New Hampshire,NH,All,110
Transplant Recipients,2022,New Hampshire,NH,Heart,16
Transplant Recipients,2022,New Hampshire,NH,Kidney,58
Transplant Recipients,2022,New Hampshire,NH,Kidney-Pancreas,0
Transplant Recipients,2022,New Hampshire,NH,Liver,36
Transplant Recipients,2022,New Hampshire,NH,Lung,0
Transplant Recipients,2022,New Hampshire,NH,Pancreas,0
Transplant Recipients,2022,New Jersey,NJ,All,1274
Transplant Recipients,2022,New Jersey,NJ,Heart,110
Transplant Recipients,2022,New Jersey,NJ,Kidney,847
Transplant Recipients,2022,New Jersey,NJ,Kidney-Pancreas,28
Transplant Recipients,2022,New Jersey,NJ,Liver,221
Transplant Recipients,2022,New Jersey,NJ,Lung,89
Transplant Recipients,2022,New Jersey,NJ,Pancreas,0
Transplant Recipients,2022,New Mexico,NM,All,214
Transplant Recipients,2022,New Mexico,NM,Heart,0
Transplant Recipients,2022,New Mexico,NM,Kidney,142
Transplant Recipients,2022,New Mexico,NM,Kidney-Pancreas,0
Transplant Recipients,2022,New Mexico,NM,Liver,56
Transplant Recipients,2022,New Mexico,NM,Lung,0
Transplant Recipients,2022,New Mexico,NM,Pancreas,0
Transplant Recipients,2022,New York,NY,All,3038
Transplant Recipients,2022,New York,NY,Heart,275
Transplant Recipients,2022,New York,NY,Kidney,1964
Transplant Recipients,2022,New York,NY,Kidney-Pancreas,46
Transplant Recipients,2022,New York,NY,Liver,649
Transplant Recipients,2022,New York,NY,Lung,198
Transplant Recipients,2022,New York,NY,Pancreas,0
Transplant Recipients,2022,North Carolina,NC,All,1242
Transplant Recipients,2022,North Carolina,NC,Heart,187
Transplant Recipients,2022,North Carolina,NC,Kidney,784
Transplant Recipients,2022,North Carolina,NC,Kidney-Pancreas,40
Transplant Recipients,2022,North Carolina,NC,Liver,190
Transplant Recipients,2022,North Carolina,NC,Lung,71
Transplant Recipients,2022,North Carolina,NC,Pancreas,0
Transplant Recipients,2022,North Dakota,ND,All,83
Transplant Recipients,2022,North Dakota,ND,Heart,0
Transplant Recipients,2022,North Dakota,ND,Kidney,47
Transplant Recipients,2022,North Dakota,ND,Kidney-Pancreas,0
Transplant Recipients,2022,North Dakota,ND,Liver,23
Transplant Recipients,2022,North Dakota,ND,Lung,0
Transplant Recipients,2022,North Dakota,ND,Pancreas,0
Transplant Recipients,2022,Not Reported,NR,All,198
Transplant Recipients,2022,Not Reported,NR,Heart,19
Transplant Recipients,2022,Not Reported,NR,Kidney,113
Transplant Recipients,2022,Not Reported,NR,Kidney-Pancreas,19
Transplant Recipients,2022,Not Reported,NR,Liver,34
Transplant Recipients,2022,Not Reported,NR,Lung,0
Transplant Recipients,2022,Not Reported,NR,Pancreas,0
Transplant Recipients,2022,Ohio,OH,All,1691
Transplant Recipients,2022,Ohio,OH,Heart,139
Transplant Recipients,2022,Ohio,OH,Kidney,989
Transplant Recipients,2022,Ohio,OH,Kidney-Pancreas,24
Transplant Recipients,2022,Ohio,OH,Liver,464
Transplant Recipients,2022,Ohio,OH,Lung,128
Transplant Recipients,2022,Ohio,OH,Pancreas,0
Transplant Recipients,2022,Oklahoma,OK,All,400
Transplant Recipients,2022,Oklahoma,OK,Heart,28
Transplant Recipients,2022,Oklahoma,OK,Kidney,197
Transplant Recipients,2022,Oklahoma,OK,Kidney-Pancreas,0
Transplant Recipients,2022,Oklahoma,OK,Liver,154
Transplant Recipients,2022,Oklahoma,OK,Lung,22
Transplant Recipients,2022,Oklahoma,OK,Pancreas,0
Transplant Recipients,2022,Oregon,OR,All,354
Transplant Recipients,2022,Oregon,OR,Heart,48
Transplant Recipients,2022,Oregon,OR,Kidney,213
Transplant Recipients,2022,Oregon,OR,Kidney-Pancreas,0
Transplant Recipients,2022,Oregon,OR,Liver,73
Transplant Recipients,2022,Oregon,OR,Lung,18
Transplant Recipients,2022,Oregon,OR,Pancreas,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,All,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Heart,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Kidney,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Liver,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Lung,0
Transplant Recipients,2022,Pacific Ocean Territories,PO,Pancreas,0
Transplant Recipients,2022,Pennsylvania,PA,All,1583
Transplant Recipients,2022,Pennsylvania,PA,Heart,131
Transplant Recipients,2022,Pennsylvania,PA,Kidney,935
Transplant Recipients,2022,Pennsylvania,PA,Kidney-Pancreas,28
Transplant Recipients,2022,Pennsylvania,PA,Liver,369
Transplant Recipients,2022,Pennsylvania,PA,Lung,142
Transplant Recipients,2022,Pennsylvania,PA,Pancreas,0
Transplant Recipients,2022,Puerto Rico,PR,All,145
Transplant Recipients,2022,Puerto Rico,PR,Heart,0
Transplant Recipients,2022,Puerto Rico,PR,Kidney,89
Transplant Recipients,2022,Puerto Rico,PR,Kidney-Pancreas,0
Transplant Recipients,2022,Puerto Rico,PR,Liver,39
Transplant Recipients,2022,Puerto Rico,PR,Lung,0
Transplant Recipients,2022,Puerto Rico,PR,Pancreas,0
Transplant Recipients,2022,Rhode Island,RI,All,111
Transplant Recipients,2022,Rhode Island,RI,Heart,0
Transplant Recipients,2022,Rhode Island,RI,Kidney,67
Transplant Recipients,2022,Rhode Island,RI,Kidney-Pancreas,0
Transplant Recipients,2022,Rhode Island,RI,Liver,33
Transplant Recipients,2022,Rhode Island,RI,Lung,0
Transplant Recipients,2022,Rhode Island,RI,Pancreas,0
Transplant Recipients,2022,South Carolina,SC,All,738
Transplant Recipients,2022,South Carolina,SC,Heart,90
Transplant Recipients,2022,South Carolina,SC,Kidney,490
Transplant Recipients,2022,South Carolina,SC,Kidney-Pancreas,31
Transplant Recipients,2022,South Carolina,SC,Liver,112
Transplant Recipients,2022,South Carolina,SC,Lung,26
Transplant Recipients,2022,South Carolina,SC,Pancreas,0
Transplant Recipients,2022,South Dakota,SD,All,85
Transplant Recipients,2022,South Dakota,SD,Heart,0
Transplant Recipients,2022,South Dakota,SD,Kidney,50
Transplant Recipients,2022,South Dakota,SD,Kidney-Pancreas,0
Transplant Recipients,2022,South Dakota,SD,Liver,21
Transplant Recipients,2022,South Dakota,SD,Lung,0
Transplant Recipients,2022,South Dakota,SD,Pancreas,0
Transplant Recipients,2022,Tennessee,TN,All,883
Transplant Recipients,2022,Tennessee,TN,Heart,134
Transplant Recipients,2022,Tennessee,TN,Kidney,516
Transplant Recipients,2022,Tennessee,TN,Kidney-Pancreas,0
Transplant Recipients,2022,Tennessee,TN,Liver,193
Transplant Recipients,2022,Tennessee,TN,Lung,51
Transplant Recipients,2022,Tennessee,TN,Pancreas,0
Transplant Recipients,2022,Texas,TX,All,3679
Transplant Recipients,2022,Texas,TX,Heart,357
Transplant Recipients,2022,Texas,TX,Kidney,2325
Transplant Recipients,2022,Texas,TX,Kidney-Pancreas,65
Transplant Recipients,2022,Texas,TX,Liver,850
Transplant Recipients,2022,Texas,TX,Lung,227
Transplant Recipients,2022,Texas,TX,Pancreas,0
Transplant Recipients,2022,Utah,UT,All,394
Transplant Recipients,2022,Utah,UT,Heart,51
Transplant Recipients,2022,Utah,UT,Kidney,199
Transplant Recipients,2022,Utah,UT,Kidney-Pancreas,0
Transplant Recipients,2022,Utah,UT,Liver,116
Transplant Recipients,2022,Utah,UT,Lung,27
Transplant Recipients,2022,Utah,UT,Pancreas,0
Transplant Recipients,2022,Vermont,VT,All,36
Transplant Recipients,2022,Vermont,VT,Heart,0
Transplant Recipients,2022,Vermont,VT,Kidney,21
Transplant Recipients,2022,Vermont,VT,Kidney-Pancreas,0
Transplant Recipients,2022,Vermont,VT,Liver,0
Transplant Recipients,2022,Vermont,VT,Lung,0
Transplant Recipients,2022,Vermont,VT,Pancreas,0
Transplant Recipients,2022,Virgin Islands,VI,All,0
Transplant Recipients,2022,Virgin Islands,VI,Heart,0
Transplant Recipients,2022,Virgin Islands,VI,Kidney,0
Transplant Recipients,2022,Virgin Islands,VI,Kidney-Pancreas,0
Transplant Recipients,2022,Virgin Islands,VI,Liver,0
Transplant Recipients,2022,Virgin Islands,VI,Lung,0
Transplant Recipients,2022,Virgin Islands,VI,Pancreas,0
Transplant Recipients,2022,Virginia,VA,All,1244
Transplant Recipients,2022,Virginia,VA,Heart,133
Transplant Recipients,2022,Virginia,VA,Kidney,765
Transplant Recipients,2022,Virginia,VA,Kidney-Pancreas,25
Transplant Recipients,2022,Virginia,VA,Liver,285
Transplant Recipients,2022,Virginia,VA,Lung,71
Transplant Recipients,2022,Virginia,VA,Pancreas,0
Transplant Recipients,2022,Washington,WA,All,694
Transplant Recipients,2022,Washington,WA,Heart,93
Transplant Recipients,2022,Washington,WA,Kidney,424
Transplant Recipients,2022,Washington,WA,Kidney-Pancreas,0
Transplant Recipients,2022,Washington,WA,Liver,151
Transplant Recipients,2022,Washington,WA,Lung,36
Transplant Recipients,2022,Washington,WA,Pancreas,0
Transplant Recipients,2022,West Virginia,WV,All,194
Transplant Recipients,2022,West Virginia,WV,Heart,25
Transplant Recipients,2022,West Virginia,WV,Kidney,90
Transplant Recipients,2022,West Virginia,WV,Kidney-Pancreas,0
Transplant Recipients,2022,West Virginia,WV,Liver,71
Transplant Recipients,2022,West Virginia,WV,Lung,17
Transplant Recipients,2022,West Virginia,WV,Pancreas,0
Transplant Recipients,2022,Wisconsin,WI,All,654
Transplant Recipients,2022,Wisconsin,WI,Heart,76
Transplant Recipients,2022,Wisconsin,WI,Kidney,367
Transplant Recipients,2022,Wisconsin,WI,Kidney-Pancreas,0
Transplant Recipients,2022,Wisconsin,WI,Liver,152
Transplant Recipients,2022,Wisconsin,WI,Lung,64
Transplant Recipients,2022,Wisconsin,WI,Pancreas,0
Transplant Recipients,2022,Wyoming,WY,All,58
Transplant Recipients,2022,Wyoming,WY,Heart,0
Transplant Recipients,2022,Wyoming,WY,Kidney,34
Transplant Recipients,2022,Wyoming,WY,Kidney-Pancreas,0
Transplant Recipients,2022,Wyoming,WY,Liver,18
Transplant Recipients,2022,Wyoming,WY,Lung,0
Transplant Recipients,2022,Wyoming,WY,Pancreas,0
